[10:16:02][dlc.cpp:348]: Invalid supported_version in  file: mod/ugc_2251687872.mod line: 11
[10:16:49][coat_of_arms_template.cpp:51]: basic_division is not a valid pattern list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 114
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 119
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 128
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 136
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 145
[10:16:49][coat_of_arms_template.cpp:51]: basic_division is not a valid pattern list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 148
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 153
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 169
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 177
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 193
[10:16:49][coat_of_arms_template.cpp:51]: basic_division is not a valid pattern list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 197
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 202
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 238
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 248
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 284
[10:16:49][coat_of_arms_template.cpp:260]: basic_geometrical_charges_list is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 293
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 297
[10:16:49][coat_of_arms_template.cpp:260]: basic_geometrical_charges_list is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 306
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 310
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 320
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 356
[10:16:49][coat_of_arms_template.cpp:260]: ordinaries is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 359
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 362
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 372
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 408
[10:16:49][coat_of_arms_template.cpp:260]: ordinaries is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 411
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 414
[10:16:49][coat_of_arms_template.cpp:51]: basic_division is not a valid pattern list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 418
[10:16:49][coat_of_arms_template.cpp:260]: ordinaries is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 424
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 427
[10:16:49][coat_of_arms_template.cpp:260]: ordinaries is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 431
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 434
[10:16:49][coat_of_arms_template.cpp:51]: basic_division is not a valid pattern list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 437
[10:16:49][coat_of_arms_template.cpp:260]: ordinaries is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 442
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 445
[10:16:49][coat_of_arms_template.cpp:260]: ordinaries_vertically_scalable is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 453
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 457
[10:16:49][coat_of_arms_template.cpp:260]: ordinaries_vertically_scalable is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 472
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 476
[10:16:49][coat_of_arms_template.cpp:51]: field_cross is not a valid pattern list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 498
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 507
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 514
[10:16:49][coat_of_arms_template.cpp:51]: field_cross is not a valid pattern list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 518
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 527
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 534
[10:16:49][coat_of_arms_template.cpp:51]: field_cross is not a valid pattern list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 539
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 548
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 556
[10:16:49][coat_of_arms_template.cpp:51]: field_cross is not a valid pattern list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 560
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 569
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 577
[10:16:49][coat_of_arms_template.cpp:51]: field_saltire is not a valid pattern list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 582
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 591
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 598
[10:16:49][coat_of_arms_template.cpp:51]: field_saltire is not a valid pattern list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 602
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 611
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 618
[10:16:49][coat_of_arms_template.cpp:260]: furs is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 626
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 629
[10:16:49][coat_of_arms_template.cpp:260]: furs is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 641
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 644
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 661
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 667
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 681
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 687
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 700
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 710
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 723
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 733
[10:16:49][coat_of_arms_template.cpp:260]: ordinaries is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 753
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 758
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 760
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 765
[10:16:49][coat_of_arms_template.cpp:260]: ordinaries is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 774
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 779
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 781
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 786
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 795
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 800
[10:16:49][coat_of_arms_template.cpp:260]: ordinaries is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 802
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 807
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 816
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 821
[10:16:49][coat_of_arms_template.cpp:260]: ordinaries is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 823
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 828
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 837
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 841
[10:16:49][coat_of_arms_template.cpp:260]: ordinaries_horizontally_scalable is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 843
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 847
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 856
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 860
[10:16:49][coat_of_arms_template.cpp:260]: ordinaries_horizontally_scalable is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 862
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 866
[10:16:49][coat_of_arms_template.cpp:260]: ordinaries_horizontally_scalable is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 875
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 879
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 881
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 885
[10:16:49][coat_of_arms_template.cpp:260]: ordinaries_horizontally_scalable is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 894
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 898
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 900
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 904
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 920
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 933
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 935
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 947
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 965
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 976
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 985
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 990
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 992
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 997
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1005
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1010
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1012
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1017
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1025
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1030
[10:16:49][coat_of_arms_template.cpp:260]: charge is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1032
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1037
[10:16:49][coat_of_arms_template.cpp:51]: mena_tierced_per_fess is not a valid pattern list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1042
[10:16:49][coat_of_arms_template.cpp:260]: mena_base_charges_list is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1047
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1051
[10:16:49][coat_of_arms_template.cpp:260]: mena_base_charges_list is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1053
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1057
[10:16:49][coat_of_arms_template.cpp:260]: furs_thirds_empty is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1060
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1063
[10:16:49][coat_of_arms_template.cpp:51]: mena_tierced_per_fess is not a valid pattern list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1066
[10:16:49][coat_of_arms_template.cpp:260]: mena_base_charges_list is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1076
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1080
[10:16:49][coat_of_arms_template.cpp:260]: mena_base_charges_list is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1082
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1086
[10:16:49][coat_of_arms_template.cpp:260]: furs_thirds_empty is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1089
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1092
[10:16:49][coat_of_arms_template.cpp:51]: mena_tierced_per_fess is not a valid pattern list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1095
[10:16:49][coat_of_arms_template.cpp:260]: mena_base_charges_list is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1101
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1105
[10:16:49][coat_of_arms_template.cpp:260]: mena_horizontal_charges_list is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1107
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1111
[10:16:49][coat_of_arms_template.cpp:260]: mena_base_charges_list is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1113
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1117
[10:16:49][coat_of_arms_template.cpp:51]: mena_tierced_per_fess is not a valid pattern list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1120
[10:16:49][coat_of_arms_template.cpp:260]: mena_base_charges_list is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1131
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1135
[10:16:49][coat_of_arms_template.cpp:260]: mena_horizontal_charges_list is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1137
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1141
[10:16:49][coat_of_arms_template.cpp:260]: mena_base_charges_list is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1143
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1147
[10:16:49][coat_of_arms_template.cpp:51]: mena_tierced_per_fess is not a valid pattern list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1150
[10:16:49][coat_of_arms_template.cpp:260]: mena_horizontal_charges_list is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1156
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1160
[10:16:49][coat_of_arms_template.cpp:260]: border_circle_empty is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1162
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1165
[10:16:49][coat_of_arms_template.cpp:51]: mena_tierced_per_fess is not a valid pattern list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1168
[10:16:49][coat_of_arms_template.cpp:260]: mena_horizontal_charges_list is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1179
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1183
[10:16:49][coat_of_arms_template.cpp:260]: border_circle_empty is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1185
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1188
[10:16:49][coat_of_arms_template.cpp:51]: mena_tierced_per_fess is not a valid pattern list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1191
[10:16:49][coat_of_arms_template.cpp:260]: mena_horizontal_addorsed_charges_list is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1196
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1201
[10:16:49][coat_of_arms_template.cpp:260]: border_circle_empty is not a valid colored emblem list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1203
[10:16:49][coat_of_arms_template.cpp:358]: No emblem texture or valid list at:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1206
[10:16:49][coat_of_arms_template.cpp:51]: mena_tierced_per_fess is not a valid pattern list:  file: common/coat_of_arms/coat_of_arms/01_random_templates.txt line: 1209
